canton_id;canton;municipality_id;municipality;registered_voters;cast_ballots;participation_rate;blank_votes;invalid_votes;valid_ballots;yes;no;yes_perc
21;Ticino;5281;Biasca;3'338;1'335;40;7;1;1'327;849;478;64
21;Ticino;5287;Riviera;2'462;969;39.4;16;1;952;627;325;65.9
21;Ticino;5304;Bosco/Gurin;50;18;36;2;0;16;9;7;56.3
21;Ticino;5307;Campo (Vallemaggia);70;21;30;0;0;21;13;8;61.9
21;Ticino;5309;Cerentino;46;22;47.8;0;0;22;12;10;54.5
21;Ticino;5310;Cevio;838;358;42.7;10;0;348;206;142;59.2
21;Ticino;5315;Linescio;38;18;47.4;0;0;18;12;6;66.7
21;Ticino;5317;Maggia;1'953;801;41;8;0;793;465;328;58.6
21;Ticino;5323;Lavizzara;425;170;40;3;0;167;112;55;67.1
21;Ticino;5324;Avegno Gordevio;1'113;540;48.5;7;0;533;282;251;52.9
21;Ticino;5396;Terre di Pedemonte;1'949;1'025;52.6;18;0;1'007;532;475;52.8
21;Ticino;5397;Centovalli;965;392;40.6;9;1;382;204;178;53.4
21;Ticino;5398;Gambarogno;3'569;1'540;43.1;22;2;1'516;924;592;60.9
21;Ticino;5399;Verzasca;718;291;40.5;4;5;282;185;97;65.6
22;Vaud;5401;Aigle;5'030;2'712;53.9;43;2;2'667;1'541;1'126;57.8
22;Vaud;5402;Bex;4'349;2'415;55.5;52;1;2'362;1'272;1'090;53.9
22;Vaud;5403;Chessel;282;200;70.9;5;1;194;137;57;70.6
22;Vaud;5404;Corbeyrier;325;242;74.5;6;0;236;138;98;58.5
22;Vaud;5405;Gryon;810;504;62.2;7;0;497;296;201;59.6
22;Vaud;5406;Lavey-Morcles;615;353;57.4;10;0;343;199;144;58
22;Vaud;5407;Leysin;1'449;871;60.1;23;1;847;284;563;33.5
22;Vaud;5408;Noville;678;401;59.1;9;0;392;243;149;62
22;Vaud;5409;Ollon;4'134;2'673;64.7;44;0;2'629;1'494;1'135;56.8
22;Vaud;5410;Ormont-Dessous;784;514;65.6;13;0;501;328;173;65.5
22;Vaud;5411;Ormont-Dessus;957;654;68.3;13;0;641;377;264;58.8
22;Vaud;5412;Rennaz;490;240;49;1;0;239;138;101;57.7
22;Vaud;5413;Roche (VD);934;516;55.2;3;13;500;340;160;68
22;Vaud;5414;Villeneuve (VD);2'784;1'455;52.3;28;1;1'426;826;600;57.9
22;Vaud;5415;Yvorne;715;462;64.6;12;2;448;272;176;60.7
22;Vaud;5421;Apples;919;581;63.2;12;0;569;280;289;49.2
22;Vaud;5422;Aubonne;2'068;1'301;62.9;20;4;1'277;627;650;49.1
22;Vaud;5423;Ballens;349;238;68.2;2;0;236;141;95;59.7
22;Vaud;5424;Berolle;208;144;69.2;6;0;138;78;60;56.5
22;Vaud;5425;BiŠre;920;561;61;8;1;552;351;201;63.6
22;Vaud;5426;Bougy-Villars;284;178;62.7;6;0;172;101;71;58.7
22;Vaud;5427;F‚chy;494;328;66.4;10;0;318;170;148;53.5
22;Vaud;5428;Gimel;1'321;769;58.2;12;0;757;437;320;57.7
22;Vaud;5429;Longirod;334;209;62.6;6;0;203;123;80;60.6
22;Vaud;5430;Marchissy;330;222;67.3;3;0;219;107;112;48.9
22;Vaud;5431;Mollens (VD);221;144;65.2;3;0;141;83;58;58.9
22;Vaud;5434;Saint-George;648;386;59.6;8;0;378;188;190;49.7
22;Vaud;5435;Saint-Livres;466;293;62.9;8;3;282;139;143;49.3
22;Vaud;5436;Saint-Oyens;297;167;56.2;11;0;156;82;74;52.6
22;Vaud;5437;Saubraz;233;157;67.4;1;0;156;85;71;54.5
22;Vaud;5451;Avenches;2'240;1'218;54.4;21;2;1'195;769;426;64.4
22;Vaud;5456;Cudrefin;1'203;728;60.5;13;0;715;458;257;64.1
22;Vaud;5458;Faoug;579;313;54.1;3;2;308;148;160;48.1
22;Vaud;5464;Vully-les-Lacs;2'439;1'332;54.6;17;0;1'315;814;501;61.9
22;Vaud;5471;Bettens;407;215;52.8;8;0;207;109;98;52.7
22;Vaud;5472;Bournens;301;196;65.1;4;0;192;112;80;58.3
22;Vaud;5473;Boussens;647;391;60.4;4;0;387;229;158;59.2
22;Vaud;5474;La Chaux (Cossonay);277;197;71.1;6;1;190;106;84;55.8
22;Vaud;5475;Chavannes-le-Veyron;101;84;83.2;7;2;75;33;42;44
22;Vaud;5476;Chevilly;217;150;69.1;1;0;149;79;70;53
22;Vaud;5477;Cossonay;2'565;1'518;59.2;30;11;1'477;718;759;48.6
22;Vaud;5478;Cottens (VD);313;209;66.8;9;0;200;106;94;53
22;Vaud;5479;Cuarnens;345;219;63.5;1;4;214;119;95;55.6
22;Vaud;5480;Daillens;668;427;63.9;6;0;421;226;195;53.7
22;Vaud;5481;Dizy;157;105;66.9;4;0;101;56;45;55.4
22;Vaud;5482;Ecl‚pens;719;443;61.6;4;0;439;254;185;57.9
22;Vaud;5483;Ferreyres;221;147;66.5;3;0;144;67;77;46.5
22;Vaud;5484;Gollion;645;389;60.3;7;0;382;202;180;52.9
22;Vaud;5485;Grancy;258;196;76;4;0;192;95;97;49.5
22;Vaud;5486;L'Isle;733;466;63.6;3;3;460;253;207;55
22;Vaud;5487;Lussery-Villars;307;199;64.8;5;0;194;107;87;55.2
22;Vaud;5488;Mauraz;43;35;81.4;3;0;32;13;19;40.6
22;Vaud;5489;Mex (VD);471;271;57.5;10;1;260;168;92;64.6
22;Vaud;5490;Moiry;235;177;75.3;3;0;174;83;91;47.7
22;Vaud;5491;Mont-la-Ville;334;200;59.9;5;0;195;106;89;54.4
22;Vaud;5492;Montricher;675;495;73.3;15;2;478;254;224;53.1
22;Vaud;5493;Orny;295;168;56.9;2;0;166;82;84;49.4
22;Vaud;5494;Pampigny;773;458;59.2;8;0;450;249;201;55.3
22;Vaud;5495;Penthalaz;1'868;999;53.5;22;1;976;534;442;54.7
22;Vaud;5496;Penthaz;1'085;574;52.9;11;4;559;310;249;55.5
22;Vaud;5497;Pompaples;488;268;54.9;10;0;258;131;127;50.8
22;Vaud;5498;La Sarraz;1'488;790;53.1;25;0;765;367;398;48
22;Vaud;5499;Senarclens;326;209;64.1;5;1;203;122;81;60.1
22;Vaud;5500;S‚very;164;114;69.5;3;0;111;66;45;59.5
22;Vaud;5501;Sullens;689;438;63.6;5;1;432;245;187;56.7
22;Vaud;5503;Vufflens-la-Ville;894;588;65.8;14;1;573;312;261;54.5
22;Vaud;5511;Assens;790;521;65.9;8;3;510;313;197;61.4
22;Vaud;5512;Bercher;846;490;57.9;8;0;482;268;214;55.6
22;Vaud;5513;Bioley-Orjulaz;329;229;69.6;2;0;227;154;73;67.8
22;Vaud;5514;Bottens;881;530;60.2;8;0;522;309;213;59.2
22;Vaud;5515;Bretigny-sur-Morrens;536;310;57.8;5;0;305;152;153;49.8
22;Vaud;5516;Cugy (VD);1'620;908;56;13;0;895;488;407;54.5
22;Vaud;5518;Echallens;3'577;2'045;57.2;32;7;2'006;1'096;910;54.6
22;Vaud;5520;Essertines-sur-Yverdon;687;387;56.3;14;0;373;243;130;65.1
22;Vaud;5521;EtagniŠres;715;443;62;10;0;433;232;201;53.6
22;Vaud;5522;Fey;487;298;61.2;5;0;293;150;143;51.2
22;Vaud;5523;Froideville;1'686;1'064;63.1;18;0;1'046;587;459;56.1
22;Vaud;5527;Morrens (VD);753;501;66.5;0;4;497;256;241;51.5
22;Vaud;5529;Oulens-sous-Echallens;402;288;71.6;4;1;283;166;117;58.7
22;Vaud;5530;Pailly;380;246;64.7;3;1;242;161;81;66.5
22;Vaud;5531;Penth‚r‚az;310;183;59;1;1;181;95;86;52.5
22;Vaud;5533;Poliez-Pittet;547;343;62.7;3;1;339;232;107;68.4
22;Vaud;5534;Rueyres;188;135;71.8;6;0;129;76;53;58.9
22;Vaud;5535;Saint-Barth‚lemy (VD);527;356;67.6;8;0;348;210;138;60.3
22;Vaud;5537;Villars-le-Terroir;839;548;65.3;12;0;536;338;198;63.1
22;Vaud;5539;Vuarrens;651;417;64.1;7;0;410;157;253;38.3
22;Vaud;5540;Montilliez;1'241;737;59.4;10;0;727;450;277;61.9
22;Vaud;5541;Goumo‰ns;744;488;65.6;13;0;475;281;194;59.2
22;Vaud;5551;Bonvillars;357;243;68.1;4;0;239;144;95;60.3
22;Vaud;5552;Bullet;523;375;71.7;19;1;355;239;116;67.3
22;Vaud;5553;Champagne;683;407;59.6;9;4;394;218;176;55.3
22;Vaud;5554;Concise;662;444;67.1;9;0;435;234;201;53.8
22;Vaud;5555;Corcelles-prŠs-Concise;287;189;65.9;4;1;184;103;81;56
22;Vaud;5556;Fiez;311;200;64.3;3;0;197;104;93;52.8
22;Vaud;5557;Fontaines-sur-Grandson;148;100;67.6;3;1;96;52;44;54.2
22;Vaud;5559;Giez;286;202;70.6;7;0;195;96;99;49.2
22;Vaud;5560;Grandevent;161;112;69.6;1;0;111;66;45;59.5
22;Vaud;5561;Grandson;2'175;1'192;54.8;17;0;1'175;599;576;51
22;Vaud;5562;Mauborget;102;78;76.5;0;0;78;52;26;66.7
22;Vaud;5563;Mutrux;113;76;67.3;3;0;73;50;23;68.5
22;Vaud;5564;Novalles;69;65;94.2;0;0;65;43;22;66.2
22;Vaud;5565;Onnens (VD);334;239;71.6;19;3;217;109;108;50.2
22;Vaud;5566;Provence;308;179;58.1;1;0;178;103;75;57.9
22;Vaud;5568;Sainte-Croix;3'267;1'764;54;26;5;1'733;1'005;728;58
22;Vaud;5571;T‚venon;606;434;71.6;13;1;420;221;199;52.6
22;Vaud;5581;Belmont-sur-Lausanne;2'219;1'400;63.1;21;2;1'377;640;737;46.5
22;Vaud;5582;Cheseaux-sur-Lausanne;2'679;1'531;57.1;30;0;1'501;817;684;54.4
22;Vaud;5583;Crissier;3'829;1'927;50.3;34;1;1'892;987;905;52.2
22;Vaud;5584;Epalinges;5'420;3'306;61;37;2;3'267;1'577;1'690;48.3
22;Vaud;5585;Jouxtens-M‚zery;926;649;70.1;11;0;638;330;308;51.7
22;Vaud;5586;Lausanne;66'243;34'125;51.5;586;43;33'496;12'642;20'854;37.7
22;Vaud;5587;Le Mont-sur-Lausanne;5'086;2'919;57.4;61;1;2'857;1'395;1'462;48.8
22;Vaud;5588;Paudex;878;529;60.3;7;0;522;269;253;51.5
22;Vaud;5589;Prilly;5'915;3'048;51.5;72;7;2'969;1'440;1'529;48.5
22;Vaud;5590;Pully;10'654;6'493;60.9;101;6;6'386;3'142;3'244;49.2
22;Vaud;5591;Renens (VD);8'377;3'842;45.9;59;13;3'770;1'777;1'993;47.1
22;Vaud;5592;Romanel-sur-Lausanne;2'014;1'127;56;13;1;1'113;632;481;56.8
22;Vaud;5601;Chexbres;1'359;861;63.4;25;0;836;421;415;50.4
22;Vaud;5604;Forel (Lavaux);1'358;861;63.4;8;3;850;470;380;55.3
22;Vaud;5606;Lutry;6'324;4'080;64.5;57;4;4'019;2'010;2'009;50
22;Vaud;5607;Puidoux;1'605;951;59.3;19;0;932;483;449;51.8
22;Vaud;5609;Rivaz;242;186;76.9;2;0;184;85;99;46.2
22;Vaud;5610;Saint-Saphorin (Lavaux);243;173;71.2;4;1;168;72;96;42.9
22;Vaud;5611;Savigny;2'112;1'421;67.3;26;1;1'394;765;629;54.9
22;Vaud;5613;Bourg-en-Lavaux;3'450;2'351;68.1;42;0;2'309;1'038;1'271;45
22;Vaud;5621;Aclens;330;206;62.4;7;0;199;128;71;64.3
22;Vaud;5622;Bremblens;382;227;59.4;8;0;219;142;77;64.8
22;Vaud;5623;Buchillon;419;296;70.6;6;1;289;147;142;50.9
22;Vaud;5624;Bussigny;4'871;2'614;53.7;33;2;2'579;1'304;1'275;50.6
22;Vaud;5625;Bussy-Chardonney;277;207;74.7;2;0;205;101;104;49.3
22;Vaud;5627;Chavannes-prŠs-Renens;3'040;1'354;44.5;20;4;1'330;634;696;47.7
22;Vaud;5628;Chigny;225;139;61.8;2;0;137;70;67;51.1
22;Vaud;5629;Clarmont;127;88;69.3;2;0;86;39;47;45.3
22;Vaud;5631;Denens;495;333;67.3;3;0;330;157;173;47.6
22;Vaud;5632;Denges;976;550;56.4;7;0;543;273;270;50.3
22;Vaud;5633;Echandens;1'603;1'008;62.9;23;6;979;538;441;55
22;Vaud;5634;Echichens;1'964;1'179;60;21;0;1'158;578;580;49.9
22;Vaud;5635;Ecublens (VD);5'609;2'921;52.1;39;2;2'880;1'535;1'345;53.3
22;Vaud;5636;Etoy;1'529;900;58.9;11;0;889;434;455;48.8
22;Vaud;5637;Lavigny;538;379;70.4;9;0;370;177;193;47.8
22;Vaud;5638;Lonay;1'701;1'074;63.1;20;11;1'043;562;481;53.9
22;Vaud;5639;Lully (VD);553;346;62.6;8;0;338;158;180;46.7
22;Vaud;5640;Lussy-sur-Morges;438;265;60.5;7;1;257;117;140;45.5
22;Vaud;5642;Morges;8'592;4'860;56.6;94;6;4'760;2'393;2'367;50.3
22;Vaud;5643;Pr‚verenges;2'891;1'609;55.7;25;0;1'584;795;789;50.2
22;Vaud;5644;Reverolle;259;162;62.5;2;0;160;73;87;45.6
22;Vaud;5645;Romanel-sur-Morges;333;234;70.3;3;0;231;115;116;49.8
22;Vaud;5646;Saint-Prex;2'905;1'641;56.5;27;3;1'611;868;743;53.9
22;Vaud;5648;Saint-Sulpice (VD);2'111;1'396;66.1;22;0;1'374;744;630;54.1
22;Vaud;5649;Tolochenaz;1'078;724;67.2;11;0;713;355;358;49.8
22;Vaud;5650;Vaux-sur-Morges;125;93;74.4;4;0;89;37;52;41.6
22;Vaud;5651;Villars-Sainte-Croix;583;353;60.5;4;0;349;222;127;63.6
22;Vaud;5652;Villars-sous-Yens;397;243;61.2;7;0;236;123;113;52.1
22;Vaud;5653;Vufflens-le-Chƒteau;550;371;67.5;9;6;356;172;184;48.3
22;Vaud;5654;Vullierens;406;236;58.1;5;0;231;121;110;52.4
22;Vaud;5655;Yens;866;564;65.1;11;3;550;283;267;51.5
22;Vaud;5661;Boulens;269;170;63.2;5;1;164;85;79;51.8
22;Vaud;5663;Bussy-sur-Moudon;159;124;78;3;0;121;68;53;56.2
22;Vaud;5665;Chavannes-sur-Moudon;162;105;64.8;5;1;99;80;19;80.8
22;Vaud;5669;Curtilles;218;125;57.3;1;0;124;71;53;57.3
22;Vaud;5671;Dompierre (VD);180;122;67.8;4;0;118;77;41;65.3
22;Vaud;5673;Hermenches;259;176;68;4;0;172;108;64;62.8
22;Vaud;5674;Lovatens;112;77;68.8;3;0;74;36;38;48.6
22;Vaud;5675;Lucens;2'123;1'056;49.7;23;12;1'021;588;433;57.6
22;Vaud;5678;Moudon;2'556;1'205;47.1;21;0;1'184;630;554;53.2
22;Vaud;5680;Ogens;194;117;60.3;2;0;115;63;52;54.8
22;Vaud;5683;Pr‚vonloup;140;82;58.6;1;0;81;53;28;65.4
22;Vaud;5684;Rossenges;57;33;57.9;0;0;33;26;7;78.8
22;Vaud;5688;Syens;93;53;57;0;0;53;34;19;64.2
22;Vaud;5690;Villars-le-Comte;94;60;63.8;1;0;59;41;18;69.5
22;Vaud;5692;Vucherens;403;266;66;7;0;259;145;114;56
22;Vaud;5693;Montanaire;1'863;1'135;60.9;22;3;1'110;653;457;58.8
22;Vaud;5701;Arnex-sur-Nyon;140;93;66.4;5;0;88;48;40;54.5
22;Vaud;5702;Arzier-Le Muids;1'613;1'032;64;13;2;1'017;545;472;53.6
22;Vaud;5703;Bassins;885;602;68;12;0;590;277;313;46.9
22;Vaud;5704;Begnins;1'077;691;64.2;14;2;675;332;343;49.2
22;Vaud;5705;Bogis-Bossey;440;281;63.9;3;0;278;146;132;52.5
22;Vaud;5706;Borex;651;412;63.3;6;0;406;220;186;54.2
22;Vaud;5707;Chavannes-de-Bogis;656;398;60.7;14;2;382;205;177;53.7
22;Vaud;5708;Chavannes-des-Bois;461;329;71.4;7;0;322;145;177;45
22;Vaud;5709;Ch‚serex;783;505;64.5;8;5;492;263;229;53.5
22;Vaud;5710;Coinsins;330;238;72.1;5;0;233;150;83;64.4
22;Vaud;5711;Commugny;1'429;928;64.9;10;0;918;467;451;50.9
22;Vaud;5712;Coppet;1'587;968;61;15;2;951;464;487;48.8
22;Vaud;5713;Crans (VD);1'258;812;64.5;18;0;794;384;410;48.4
22;Vaud;5714;Crassier;678;451;66.5;3;0;448;225;223;50.2
22;Vaud;5715;Duillier;686;404;58.9;9;0;395;190;205;48.1
22;Vaud;5716;Eysins;876;532;60.7;9;3;520;246;274;47.3
22;Vaud;5717;Founex;1'730;1'072;62;17;0;1'055;497;558;47.1
22;Vaud;5718;Genolier;1'104;719;65.1;2;6;711;337;374;47.4
22;Vaud;5719;Gingins;755;488;64.6;5;1;482;260;222;53.9
22;Vaud;5720;Givrins;596;420;70.5;4;2;414;196;218;47.3
22;Vaud;5721;Gland;6'868;3'695;53.8;67;3;3'625;1'857;1'768;51.2
22;Vaud;5722;Grens;271;171;63.1;3;0;168;81;87;48.2
22;Vaud;5723;Mies;979;568;58;2;0;566;285;281;50.4
22;Vaud;5724;Nyon;10'555;5'938;56.3;122;3;5'813;2'537;3'276;43.6
22;Vaud;5725;Prangins;2'278;1'429;62.7;16;0;1'413;646;767;45.7
22;Vaud;5726;La Rippe;670;426;63.6;6;1;419;201;218;48
22;Vaud;5727;Saint-Cergue;1'501;796;53;19;0;777;436;341;56.1
22;Vaud;5728;Signy-Avenex;328;199;60.7;0;0;199;118;81;59.3
22;Vaud;5729;Tannay;807;548;67.9;4;1;543;261;282;48.1
22;Vaud;5730;Tr‚lex;898;594;66.1;7;0;587;265;322;45.1
22;Vaud;5731;Le Vaud;850;544;64;7;1;536;258;278;48.1
22;Vaud;5732;Vich;626;340;54.3;4;0;336;172;164;51.2
22;Vaud;5741;L'Abergement;184;145;78.8;2;0;143;80;63;55.9
22;Vaud;5742;Agiez;224;126;56.3;4;0;122;62;60;50.8
22;Vaud;5743;Arnex-sur-Orbe;432;268;62;5;0;263;129;134;49
22;Vaud;5744;Ballaigues;726;446;61.4;10;2;434;281;153;64.7
22;Vaud;5745;Baulmes;745;476;63.9;10;0;466;248;218;53.2
22;Vaud;5746;Bavois;653;395;60.5;5;1;389;211;178;54.2
22;Vaud;5747;Bofflens;154;116;75.3;4;0;112;61;51;54.5
22;Vaud;5748;BretonniŠres;179;133;74.3;2;0;131;72;59;55
22;Vaud;5749;Chavornay;3'033;1'641;54.1;26;1;1'614;902;712;55.9
22;Vaud;5750;Les Cl‚es;138;107;77.5;0;0;107;63;44;58.9
22;Vaud;5752;Croy;298;173;58.1;12;0;161;77;84;47.8
22;Vaud;5754;Juriens;255;189;74.1;5;4;180;105;75;58.3
22;Vaud;5755;Lignerolle;279;179;64.2;2;2;175;106;69;60.6
22;Vaud;5756;Montcherand;333;216;64.9;3;2;211;121;90;57.3
22;Vaud;5757;Orbe;3'812;1'927;50.6;35;2;1'890;1'057;833;55.9
22;Vaud;5758;La Praz;132;75;56.8;3;0;72;44;28;61.1
22;Vaud;5759;Premier;159;114;71.7;4;0;110;63;47;57.3
22;Vaud;5760;Rances;370;260;70.3;5;0;255;171;84;67.1
22;Vaud;5761;Romainm“tier-Envy;355;256;72.1;5;0;251;111;140;44.2
22;Vaud;5762;Sergey;102;79;77.5;1;0;78;44;34;56.4
22;Vaud;5763;Valeyres-sous-Rances;393;271;69;6;0;265;152;113;57.4
22;Vaud;5764;Vallorbe;2'108;1'146;54.4;20;0;1'126;734;392;65.2
22;Vaud;5765;Vaulion;365;249;68.2;7;0;242;146;96;60.3
22;Vaud;5766;Vuiteboeuf;378;212;56.1;4;0;208;105;103;50.5
22;Vaud;5785;Corcelles-le-Jorat;307;233;75.9;3;0;230;148;82;64.3
22;Vaud;5788;Essertes;259;162;62.5;1;0;161;88;73;54.7
22;Vaud;5790;Maracon;367;251;68.4;9;0;242;121;121;50
22;Vaud;5792;Montpreveyres;386;228;59.1;6;0;222;111;111;50
22;Vaud;5798;Ropraz;320;186;58.1;4;2;180;113;67;62.8
22;Vaud;5799;Servion;1'341;789;58.8;13;0;776;399;377;51.4
22;Vaud;5803;Vulliens;426;289;67.8;6;0;283;156;127;55.1
22;Vaud;5804;Jorat-Menthue;1'057;675;63.9;12;0;663;359;304;54.1
22;Vaud;5805;Oron;3'453;1'817;52.6;36;0;1'781;995;786;55.9
22;Vaud;5806;Jorat-M‚ziŠres;1'949;1'128;57.9;25;0;1'103;611;492;55.4
22;Vaud;5812;Champtauroz;98;71;72.4;1;1;69;46;23;66.7
22;Vaud;5813;Chevroux;363;280;77.1;3;0;277;194;83;70
22;Vaud;5816;Corcelles-prŠs-Payerne;1'544;916;59.3;11;0;905;647;258;71.5
22;Vaud;5817;Grandcour;647;369;57;9;0;360;237;123;65.8
22;Vaud;5819;Henniez;232;131;56.5;0;0;131;81;50;61.8
22;Vaud;5821;Missy;248;154;62.1;5;0;149;84;65;56.4
22;Vaud;5822;Payerne;4'838;2'576;53.2;40;1;2'535;1'629;906;64.3
22;Vaud;5827;Trey;199;131;65.8;1;0;130;84;46;64.6
22;Vaud;5828;Treytorrens (Payerne);82;56;68.3;1;0;55;37;18;67.3
22;Vaud;5830;Villarzel;304;175;57.6;6;0;169;98;71;58
22;Vaud;5831;Valbroye;2'047;1'137;55.5;11;0;1'126;731;395;64.9
22;Vaud;5841;Chƒteau-d'Oex;2'065;1'167;56.5;20;0;1'147;685;462;59.7
22;Vaud;5842;RossiniŠre;365;219;60;5;0;214;140;74;65.4
22;Vaud;5843;Rougemont;455;278;61.1;3;0;275;179;96;65.1
22;Vaud;5851;Allaman;266;192;72.2;7;0;185;104;81;56.2
22;Vaud;5852;Bursinel;294;183;62.2;2;0;181;97;84;53.6
22;Vaud;5853;Bursins;486;307;63.2;3;0;304;130;174;42.8
22;Vaud;5854;Burtigny;233;158;67.8;2;0;156;87;69;55.8
22;Vaud;5855;Dully;343;235;68.5;2;1;232;124;108;53.4
22;Vaud;5856;Essertines-sur-Rolle;409;259;63.3;3;0;256;129;127;50.4
22;Vaud;5857;Gilly;784;477;60.8;11;0;466;260;206;55.8
22;Vaud;5858;Luins;337;189;56.1;1;0;188;104;84;55.3
22;Vaud;5859;Mont-sur-Rolle;1'480;909;61.4;12;10;887;472;415;53.2
22;Vaud;5860;Perroy;838;568;67.8;15;0;553;301;252;54.4
22;Vaud;5861;Rolle;2'844;1'605;56.4;22;1;1'582;705;877;44.6
22;Vaud;5862;Tartegnin;135;100;74.1;1;0;99;64;35;64.6
22;Vaud;5863;Vinzel;234;157;67.1;2;0;155;76;79;49
22;Vaud;5871;L'Abbaye;1'038;610;58.8;19;1;590;404;186;68.5
22;Vaud;5872;Le Chenit;2'757;1'564;56.7;34;1;1'529;982;547;64.2
22;Vaud;5873;Le Lieu;619;394;63.7;10;0;384;214;170;55.7
22;Vaud;5881;Blonay;3'898;2'277;58.4;29;4;2'244;1'150;1'094;51.2
22;Vaud;5882;Chardonne;1'979;1'263;63.8;28;0;1'235;651;584;52.7
22;Vaud;5883;Corseaux;1'450;947;65.3;23;0;924;534;390;57.8
22;Vaud;5884;Corsier-sur-Vevey;1'953;1'065;54.5;17;1;1'047;563;484;53.8
22;Vaud;5885;Jongny;1'010;641;63.5;15;0;626;316;310;50.5
22;Vaud;5886;Montreux;12'167;6'360;52.3;89;28;6'243;3'172;3'071;50.8
22;Vaud;5888;Saint-L‚gier-La Chi‚saz;3'362;2'026;60.3;30;6;1'990;1'035;955;52
22;Vaud;5889;La Tour-de-Peilz;6'944;4'065;58.5;72;1;3'992;2'031;1'961;50.9
22;Vaud;5890;Vevey;9'422;5'215;55.3;119;7;5'089;2'068;3'021;40.6
22;Vaud;5891;Veytaux;519;304;58.6;5;0;299;155;144;51.8
22;Vaud;5902;Belmont-sur-Yverdon;273;160;58.6;2;3;155;104;51;67.1
22;Vaud;5903;Bioley-Magnoux;181;143;79;2;0;141;87;54;61.7
22;Vaud;5904;Chamblon;414;242;58.5;1;0;241;142;99;58.9
22;Vaud;5905;Champvent;448;298;66.5;5;0;293;176;117;60.1
22;Vaud;5907;Chavannes-le-Chˆne;229;133;58.1;4;0;129;87;42;67.4
22;Vaud;5908;Chˆne-Pƒquier;96;67;69.8;1;0;66;37;29;56.1
22;Vaud;5909;Cheseaux-Nor‚az;512;354;69.1;9;0;345;196;149;56.8
22;Vaud;5910;Cronay;276;196;71;2;0;194;108;86;55.7
22;Vaud;5911;Cuarny;173;108;62.4;2;0;106;77;29;72.6
22;Vaud;5912;D‚moret;112;86;76.8;1;0;85;55;30;64.7
22;Vaud;5913;Donneloye;577;361;62.6;10;0;351;206;145;58.7
22;Vaud;5914;Ependes (VD);257;164;63.8;3;3;158;107;51;67.7
22;Vaud;5919;Mathod;441;279;63.3;5;0;274;156;118;56.9
22;Vaud;5921;Molondin;165;107;64.8;5;0;102;65;37;63.7
22;Vaud;5922;Montagny-prŠs-Yverdon;496;272;54.8;5;0;267;143;124;53.6
22;Vaud;5923;Oppens;121;81;66.9;2;0;79;49;30;62
22;Vaud;5924;Orges;232;151;65.1;4;1;146;104;42;71.2
22;Vaud;5925;Orzens;159;99;62.3;2;0;97;62;35;63.9
22;Vaud;5926;Pomy;554;387;69.9;10;0;377;228;149;60.5
22;Vaud;5928;Rovray;125;107;85.6;5;1;101;73;28;72.3
22;Vaud;5929;Suchy;396;266;67.2;3;0;263;164;99;62.4
22;Vaud;5930;Susc‚vaz;145;118;81.4;2;11;105;66;39;62.9
22;Vaud;5931;Treycovagnes;323;206;63.8;5;0;201;104;97;51.7
22;Vaud;5932;Ursins;164;106;64.6;2;0;104;53;51;51
22;Vaud;5933;Valeyres-sous-Montagny;486;290;59.7;9;0;281;181;100;64.4
22;Vaud;5934;Valeyres-sous-Ursins;187;142;75.9;4;0;138;89;49;64.5
22;Vaud;5935;Villars-Epeney;68;64;94.1;3;0;61;36;25;59
22;Vaud;5937;Vugelles-La Mothe;94;61;64.9;1;0;60;39;21;65
22;Vaud;5938;Yverdon-les-Bains;15'093;7'493;49.6;105;16;7'372;3'846;3'526;52.2
22;Vaud;5939;Yvonand;2'319;1'313;56.6;18;0;1'295;701;594;54.1
23;Valais / Wallis;6002;Brig-Glis;9'164;5'261;57.4;39;100;5'122;2'752;2'370;53.7
23;Valais / Wallis;6004;Eggerberg;268;192;71.6;1;0;191;136;55;71.2
23;Valais / Wallis;6007;Naters;7'196;4'446;61.8;41;52;4'353;2'470;1'883;56.7
23;Valais / Wallis;6008;Ried-Brig;1'535;1'018;66.3;6;16;996;600;396;60.2
23;Valais / Wallis;6009;Simplon;247;190;76.9;5;2;183;89;94;48.6
23;Valais / Wallis;6010;Termen;744;486;65.3;4;0;482;287;195;59.5
23;Valais / Wallis;6011;Zwischbergen;47;33;70.2;0;0;33;29;4;87.9
23;Valais / Wallis;6021;Ardon;1'850;1'125;60.8;7;5;1'113;725;388;65.1
23;Valais / Wallis;6022;Chamoson;2'675;1'714;64.1;24;31;1'659;1'029;630;62
23;Valais / Wallis;6023;Conthey;5'486;3'401;62;36;45;3'320;2'123;1'197;63.9
23;Valais / Wallis;6024;Nendaz;4'753;2'906;61.1;34;36;2'836;1'758;1'078;62
23;Valais / Wallis;6025;V‚troz;3'796;2'332;61.4;28;27;2'277;1'411;866;62
23;Valais / Wallis;6032;Bourg-Saint-Pierre;167;130;77.8;0;1;129;91;38;70.5
23;Valais / Wallis;6033;Liddes;546;374;68.5;6;4;364;224;140;61.5
23;Valais / Wallis;6034;OrsiŠres;2'141;1'568;73.2;11;19;1'538;923;615;60
23;Valais / Wallis;6035;Sembrancher;701;447;63.8;10;3;434;285;149;65.7
23;Valais / Wallis;6037;Val de Bagnes;6'059;3'470;57.3;37;26;3'407;1'954;1'453;57.4
23;Valais / Wallis;6052;Bellwald;255;153;60;1;6;146;84;62;57.5
